Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China
2020-12,"1,112,024.00 ","427,199.00 ","19,686.00 ","244,738.00 ","118,375.00 ","302,025.00 ","212,143.00 ","60,819,789.00 ","2,717,029.00 ","952,943.00 ","486,645.00 ","507,511.00 ","371,083.00 ","231,924.00 ","166,922.00 ","43,313,524.00 ","789,283.00 ","428,506.00 ","121,341.00 ","36,980.00 ","327,708.00 ","207,520.00 ","433,089.00 ","183,032.00 ","1,761,189.00 ","1,138,095.00 ","133,012.00 ","151,916.00 ","24,353.00 ","1,420,092.00 ","443,521.00 ","6,637,688.00 ","933,661.00 ","1,373,974.00 ","119,725.00 ","715,270.00 ","448,596.00 ","37,030.00 ","135,884.00 ","416,060.00 ","1,634,341.00 ","486,985.00 ","1,146,211.00 ","3,942,982.00 ","1,464,458.00 ","229,035.00 ","365,544.00 ","82,818.00 ","5,951,805.00 ","1,553,067.00 ","4,213,534.00 ","8,846,641.00 ","7,920,224.00 ","165,944.00 ","103,971.00 ","2,219,652.00 ","522,657.00 ","1,039,472.00 ","5,136.00 ","406,906.00 ","31,713.00 ","629,361.00 ","12,427.00 ","331,097.00 ","27,872.00 ","9,356.00 ","29,007.00 ","993,064.00 ","84,131.00 ","1,781,455.00 ","53,568.00 ","110,822.00 ","78,997.00 ","581,296.00 ","141,059.00 ","101,294.00 ","14,789,237.00 ","13,983,445.00 ","6,596,453.00 ","5,933,410.00 ","365,710.00 ","186,677.00 ","619,116.00 ","1,096,531.00 ","425,100.00 ","290,722.00 ","84,225.00 ","296,485.00 ","1,710,740.00 ","868,431.00 ","367,780.00 ","43,889.00 ","4,037.00 ","48,871.00 ","31,671.00 ","252,856.00 ","71,879.00 ","666,563.00 ","25,364.00 ","1,110,238.00 ","440,194.00 ","367,261.00 ","151,452.00 ","302,782.00 ","2,181,668.00 ","127,682.00 ","735,835.00 ",0.00 ,"171,156.00 ","1,286,892.00 ","522,900.00 ","36,355.00 ","3,475,855.00 ","189,506.00 ","30,915.00 ","4,702.00 ","595,475.00 ","83,021.00 ","324,682.00 ","1,124,409.00 ","977,860.00 ","407,161.00 ","487,798.00 ","671,505.00 ","9,154,706.00 ","5,203,470.00 ","3,951,236.00 ","83,378,335.00 "
2021-01,"1,041,440.00 ","366,332.00 ","17,207.00 ","276,508.00 ","113,390.00 ","268,004.00 ","172,853.00 ","46,859,601.00 ","2,464,563.00 ","918,572.00 ","467,613.00 ","442,270.00 ","295,489.00 ","193,247.00 ","147,371.00 ","34,980,752.00 ","714,847.00 ","391,112.00 ","132,862.00 ","36,238.00 ","308,800.00 ","186,661.00 ","353,089.00 ","180,221.00 ","1,461,049.00 ","756,889.00 ","139,178.00 ","150,141.00 ","24,415.00 ","1,255,594.00 ","388,642.00 ","4,218,834.00 ","528,302.00 ","752,342.00 ","104,782.00 ","605,490.00 ","391,814.00 ","35,984.00 ","81,929.00 ","380,428.00 ","1,445,031.00 ","381,960.00 ","1,062,801.00 ","3,201,291.00 ","1,207,782.00 ","153,210.00 ","213,110.00 ","63,795.00 ","5,535,191.00 ","1,582,010.00 ","3,864,691.00 ","5,764,049.00 ","4,457,122.00 ","174,736.00 ","77,359.00 ","2,093,377.00 ","502,187.00 ","1,015,892.00 ","4,971.00 ","391,241.00 ","31,785.00 ","592,956.00 ","11,588.00 ","320,752.00 ","31,918.00 ","9,434.00 ","29,937.00 ","915,319.00 ","52,060.00 ","1,773,273.00 ","49,823.00 ","99,341.00 ","85,275.00 ","574,195.00 ","127,345.00 ","87,811.00 ","9,414,286.00 ","8,641,465.00 ","4,916,671.00 ","2,425,296.00 ","442,532.00 ","151,348.00 ","621,473.00 ","1,162,936.00 ","471,895.00 ","305,036.00 ","85,516.00 ","300,489.00 ","1,758,775.00 ","877,012.00 ","376,648.00 ","44,889.00 ","4,213.00 ","51,988.00 ","34,402.00 ","266,329.00 ","77,379.00 ","662,198.00 ","30,128.00 ","1,158,058.00 ","461,762.00 ","393,190.00 ","177,141.00 ","303,105.00 ","2,590,079.00 ","163,206.00 ","854,888.00 ",0.00 ,"195,317.00 ","1,523,325.00 ","591,852.00 ","40,396.00 ","4,064,733.00 ","215,819.00 ","34,091.00 ","5,431.00 ","656,910.00 ","88,636.00 ","341,110.00 ","1,264,184.00 ","1,063,507.00 ","498,174.00 ","597,515.00 ","832,130.00 ","11,444,531.00 ","6,538,771.00 ","4,905,761.00 ","73,245,534.00 "
2021-02,"877,824.00 ","298,764.00 ","13,044.00 ","238,128.00 ","100,730.00 ","227,157.00 ","157,094.00 ","31,572,692.00 ","2,023,713.00 ","712,404.00 ","508,699.00 ","367,409.00 ","217,148.00 ","110,884.00 ","107,169.00 ","24,990,563.00 ","487,110.00 ","272,472.00 ","95,585.00 ","23,454.00 ","139,286.00 ","71,383.00 ","161,691.00 ","72,908.00 ","669,299.00 ","543,465.00 ","72,225.00 ","64,516.00 ","10,722.00 ","1,131,818.00 ","355,160.00 ","3,679,656.00 ","464,382.00 ","728,098.00 ","60,784.00 ","555,661.00 ","290,706.00 ","24,632.00 ","62,321.00 ","269,464.00 ","731,408.00 ","223,151.00 ","508,032.00 ","1,922,061.00 ","702,291.00 ","103,991.00 ","78,169.00 ","50,626.00 ","4,525,817.00 ","1,385,241.00 ","3,085,946.00 ","4,978,256.00 ","3,936,090.00 ","144,429.00 ","63,656.00 ","1,067,042.00 ","258,670.00 ","586,366.00 ","3,995.00 ","234,678.00 ","17,904.00 ","405,638.00 ","7,055.00 ","195,867.00 ","19,947.00 ","5,655.00 ","24,870.00 ","549,028.00 ","45,161.00 ","1,273,571.00 ","35,577.00 ","71,019.00 ","48,958.00 ","304,244.00 ","72,718.00 ","49,871.00 ","4,558,416.00 ","3,881,608.00 ","3,731,855.00 ","-1,117,197.00 ","383,891.00 ","144,428.00 ","532,380.00 ","659,932.00 ","270,361.00 ","164,764.00 ","52,327.00 ","172,481.00 ","1,454,124.00 ","796,224.00 ","304,346.00 ","35,111.00 ","3,963.00 ","42,671.00 ","25,711.00 ","177,121.00 ","50,187.00 ","604,510.00 ","22,754.00 ","1,048,798.00 ","399,448.00 ","387,750.00 ","169,834.00 ","261,600.00 ","2,036,853.00 ","128,349.00 ","641,928.00 ",0.00 ,"155,344.00 ","1,114,775.00 ","425,749.00 ","28,283.00 ","2,881,927.00 ","158,920.00 ","21,234.00 ","3,817.00 ","553,268.00 ","70,564.00 ","291,377.00 ","673,859.00 ","525,216.00 ","385,408.00 ","451,373.00 ","659,099.00 ","9,767,992.00 ","5,324,922.00 ","4,443,070.00 ","52,637,938.00 "
2021-03,"944,662.00 ","314,430.00 ","13,165.00 ","232,524.00 ","118,927.00 ","265,616.00 ","196,772.00 ","45,470,155.00 ","2,042,085.00 ","733,329.00 ","440,919.00 ","358,550.00 ","240,608.00 ","152,837.00 ","115,842.00 ","33,225,732.00 ","521,525.00 ","343,800.00 ","142,264.00 ","28,678.00 ","291,457.00 ","185,303.00 ","316,201.00 ","144,236.00 ","1,464,544.00 ","706,432.00 ","114,828.00 ","146,066.00 ","21,751.00 ","1,226,613.00 ","363,126.00 ","4,240,592.00 ","550,121.00 ","700,983.00 ","69,021.00 ","613,475.00 ","362,265.00 ","31,849.00 ","74,894.00 ","376,474.00 ","1,353,069.00 ","356,270.00 ","996,551.00 ","2,921,762.00 ","987,147.00 ","137,186.00 ","309,801.00 ","62,122.00 ","5,239,378.00 ","1,425,810.00 ","3,705,145.00 ","5,650,396.00 ","4,408,818.00 ","143,350.00 ","84,198.00 ","1,979,688.00 ","474,347.00 ","943,996.00 ","4,639.00 ","349,128.00 ","30,594.00 ","532,494.00 ","9,772.00 ","280,281.00 ","25,142.00 ","8,548.00 ","24,352.00 ","883,798.00 ","67,374.00 ","1,702,058.00 ","47,644.00 ","102,961.00 ","68,294.00 ","519,534.00 ","111,929.00 ","78,650.00 ","10,202,338.00 ","9,479,487.00 ","4,423,280.00 ","3,957,902.00 ","341,493.00 ","146,256.00 ","576,595.00 ","761,345.00 ","298,302.00 ","210,353.00 ","56,056.00 ","196,633.00 ","1,510,590.00 ","796,690.00 ","318,386.00 ","37,317.00 ","3,460.00 ","43,386.00 ","26,910.00 ","209,686.00 ","56,056.00 ","616,672.00 ","22,160.00 ","1,068,965.00 ","432,049.00 ","368,085.00 ","163,982.00 ","268,831.00 ","1,939,860.00 ","141,309.00 ","640,587.00 ",0.00 ,"148,982.00 ","1,134,116.00 ","486,561.00 ","35,929.00 ","2,901,871.00 ","163,094.00 ","25,829.00 ","3,676.00 ","561,689.00 ","78,854.00 ","295,362.00 ","771,792.00 ","627,038.00 ","359,606.00 ","440,931.00 ","604,760.00 ","9,303,094.00 ","5,091,863.00 ","4,211,231.00 ","66,310,788.00 "
2021-04,"1,106,516.00 ","344,771.00 ","15,075.00 ","228,761.00 ","132,206.00 ","385,704.00 ","315,575.00 ","43,712,976.00 ","2,152,643.00 ","738,472.00 ","443,910.00 ","377,718.00 ","261,056.00 ","197,502.00 ","133,984.00 ","34,413,695.00 ","547,492.00 ","335,206.00 ","145,787.00 ","30,327.00 ","310,583.00 ","195,782.00 ","371,570.00 ","166,127.00 ","1,546,766.00 ","700,703.00 ","116,689.00 ","152,560.00 ","23,190.00 ","1,166,796.00 ","362,574.00 ","4,022,797.00 ","522,226.00 ","733,416.00 ","75,389.00 ","585,754.00 ","373,567.00 ","33,364.00 ","77,290.00 ","377,187.00 ","1,451,284.00 ","375,516.00 ","1,075,479.00 ","3,766,793.00 ","1,453,246.00 ","148,331.00 ","399,066.00 ","57,093.00 ","5,385,363.00 ","1,423,194.00 ","3,850,844.00 ","5,519,313.00 ","4,234,512.00 ","154,177.00 ","85,462.00 ","2,147,034.00 ","520,557.00 ","977,628.00 ","4,486.00 ","363,454.00 ","29,101.00 ","525,755.00 ","9,286.00 ","291,170.00 ","26,966.00 ","9,222.00 ","23,787.00 ","906,578.00 ","74,244.00 ","1,690,925.00 ","53,165.00 ","103,060.00 ","74,202.00 ","537,185.00 ","133,418.00 ","83,655.00 ","7,146,639.00 ","6,421,761.00 ","4,116,632.00 ","1,398,925.00 ","286,990.00 ","146,810.00 ","578,068.00 ","881,721.00 ","334,304.00 ","252,722.00 ","64,209.00 ","230,486.00 ","1,594,448.00 ","863,788.00 ","324,993.00 ","36,359.00 ","3,457.00 ","41,577.00 ","26,090.00 ","222,664.00 ","57,868.00 ","685,841.00 ","21,111.00 ","1,126,997.00 ","439,239.00 ","386,786.00 ","170,160.00 ","300,972.00 ","2,037,663.00 ","153,078.00 ","645,997.00 ",0.00 ,"141,431.00 ","1,094,727.00 ","485,787.00 ","39,450.00 ","2,866,866.00 ","161,177.00 ","25,518.00 ","4,065.00 ","542,329.00 ","79,449.00 ","280,029.00 ","868,518.00 ","728,658.00 ","341,866.00 ","400,057.00 ","552,918.00 ","7,919,675.00 ","4,426,418.00 ","3,493,257.00 ","63,614,803.00 "
2021-05,"1,336,350.00 ","386,873.00 ","15,337.00 ","236,483.00 ","152,829.00 ","544,827.00 ","462,899.00 ","46,238,504.00 ","2,131,171.00 ","720,206.00 ","427,162.00 ","388,143.00 ","255,789.00 ","203,104.00 ","136,767.00 ","35,946,013.00 ","581,603.00 ","374,339.00 ","148,479.00 ","30,029.00 ","332,612.00 ","200,332.00 ","371,554.00 ","169,307.00 ","1,571,508.00 ","714,832.00 ","118,519.00 ","160,546.00 ","23,069.00 ","1,258,995.00 ","373,496.00 ","4,312,742.00 ","556,551.00 ","776,440.00 ","85,098.00 ","608,990.00 ","395,007.00 ","35,198.00 ","84,636.00 ","394,403.00 ","1,433,753.00 ","368,455.00 ","1,064,994.00 ","3,975,011.00 ","1,525,793.00 ","166,309.00 ","417,665.00 ","75,017.00 ","5,693,083.00 ","1,481,137.00 ","4,086,125.00 ","5,716,513.00 ","4,468,902.00 ","147,020.00 ","80,933.00 ","2,193,974.00 ","526,233.00 ","980,032.00 ","4,658.00 ","364,391.00 ","31,426.00 ","541,000.00 ","13,866.00 ","286,856.00 ","24,155.00 ","8,991.00 ","26,590.00 ","945,467.00 ","75,008.00 ","1,804,242.00 ","53,129.00 ","106,530.00 ","75,328.00 ","581,472.00 ","137,181.00 ","82,903.00 ","8,161,321.00 ","7,406,378.00 ","4,096,043.00 ","2,640,153.00 ","283,351.00 ","148,537.00 ","606,406.00 ","895,187.00 ","337,578.00 ","261,966.00 ","64,003.00 ","231,640.00 ","1,607,846.00 ","859,568.00 ","325,881.00 ","37,496.00 ","3,276.00 ","45,374.00 ","27,570.00 ","232,182.00 ","58,100.00 ","688,077.00 ","21,674.00 ","1,163,118.00 ","474,086.00 ","424,087.00 ","198,694.00 ","264,944.00 ","2,214,779.00 ","173,486.00 ","713,981.00 ",0.00 ,"142,176.00 ","1,142,981.00 ","570,632.00 ","52,330.00 ","2,857,574.00 ","161,778.00 ","26,492.00 ","3,755.00 ","534,814.00 ","85,749.00 ","268,249.00 ","886,731.00 ","735,559.00 ","328,018.00 ","414,775.00 ","531,459.00 ","8,357,639.00 ","4,786,283.00 ","3,571,356.00 ","67,240,766.00 "
2021-06,"1,544,248.00 ","433,119.00 ","16,764.00 ","268,698.00 ","167,380.00 ","658,289.00 ","569,826.00 ","47,470,258.00 ","2,120,729.00 ","705,457.00 ","421,624.00 ","400,767.00 ","249,913.00 ","208,398.00 ","134,569.00 ","36,152,784.00 ","624,602.00 ","405,950.00 ","165,934.00 ","34,239.00 ","344,224.00 ","205,574.00 ","373,464.00 ","174,731.00 ","1,599,826.00 ","712,032.00 ","128,502.00 ","162,911.00 ","23,649.00 ","1,280,471.00 ","381,840.00 ","4,276,210.00 ","545,431.00 ","734,931.00 ","82,950.00 ","627,623.00 ","443,781.00 ","42,126.00 ","93,938.00 ","419,256.00 ","1,451,335.00 ","375,997.00 ","1,075,026.00 ","3,863,547.00 ","1,402,399.00 ","160,738.00 ","421,630.00 ","82,162.00 ","5,592,658.00 ","1,488,197.00 ","3,963,466.00 ","5,639,078.00 ","4,377,201.00 ","153,634.00 ","79,337.00 ","2,172,729.00 ","513,527.00 ","992,072.00 ","4,588.00 ","391,820.00 ","33,661.00 ","553,073.00 ","16,377.00 ","306,795.00 ","26,006.00 ","9,204.00 ","30,911.00 ","1,013,796.00 ","93,003.00 ","1,911,092.00 ","59,806.00 ","112,497.00 ","80,418.00 ","607,149.00 ","140,449.00 ","85,066.00 ","9,196,744.00 ","8,409,654.00 ","4,336,445.00 ","3,343,093.00 ","312,081.00 ","149,599.00 ","637,491.00 ","930,271.00 ","352,786.00 ","270,121.00 ","67,011.00 ","240,354.00 ","1,700,325.00 ","862,563.00 ","358,005.00 ","38,827.00 ","3,521.00 ","53,721.00 ","28,934.00 ","267,782.00 ","66,786.00 ","684,255.00 ","23,706.00 ","1,199,923.00 ","496,508.00 ","408,409.00 ","172,015.00 ","295,005.00 ","2,489,316.00 ","173,655.00 ","794,026.00 ",0.00 ,"163,178.00 ","1,337,178.00 ","619,349.00 ","52,549.00 ","3,217,421.00 ","192,722.00 ","32,449.00 ","3,715.00 ","547,399.00 ","85,255.00 ","277,924.00 ","1,013,072.00 ","838,178.00 ","350,476.00 ","514,262.00 ","599,488.00 ","8,868,994.00 ","5,130,654.00 ","3,738,339.00 ","70,334,485.00 "
2021-07,"1,867,428.00 ","493,977.00 ","18,350.00 ","317,256.00 ","194,492.00 ","843,353.00 ","738,060.00 ","49,722,371.00 ","2,089,763.00 ","719,283.00 ","431,865.00 ","362,466.00 ","247,506.00 ","195,422.00 ","133,221.00 ","36,839,516.00 ","647,039.00 ","429,667.00 ","175,299.00 ","34,698.00 ","389,558.00 ","227,773.00 ","368,965.00 ","185,792.00 ","1,679,123.00 ","739,469.00 ","144,921.00 ","178,512.00 ","24,950.00 ","1,307,347.00 ","379,475.00 ","4,363,223.00 ","559,504.00 ","695,760.00 ","66,870.00 ","622,058.00 ","477,162.00 ","47,573.00 ","105,017.00 ","443,282.00 ","1,497,663.00 ","395,346.00 ","1,102,007.00 ","3,766,562.00 ","1,349,996.00 ","165,153.00 ","401,826.00 ","126,965.00 ","5,497,402.00 ","1,412,038.00 ","3,935,170.00 ","5,529,378.00 ","4,266,412.00 ","156,198.00 ","86,076.00 ","2,206,912.00 ","527,841.00 ","1,050,445.00 ","5,887.00 ","417,131.00 ","40,374.00 ","584,007.00 ","18,722.00 ","332,222.00 ","27,386.00 ","11,072.00 ","37,713.00 ","1,082,816.00 ","96,443.00 ","2,105,661.00 ","59,823.00 ","125,778.00 ","90,329.00 ","660,933.00 ","135,794.00 ","90,428.00 ","10,793,093.00 ","10,009,427.00 ","4,760,158.00 ","4,383,278.00 ","408,097.00 ","145,502.00 ","638,164.00 ","1,050,247.00 ","408,099.00 ","296,783.00 ","76,216.00 ","269,148.00 ","1,819,261.00 ","881,230.00 ","410,046.00 ","41,247.00 ","3,558.00 ","66,146.00 ","32,199.00 ","300,543.00 ","58,773.00 ","683,825.00 ","29,077.00 ","1,122,440.00 ","518,125.00 ","386,110.00 ","140,214.00 ","218,204.00 ","3,058,739.00 ","201,434.00 ","998,819.00 ",0.00 ,"200,371.00 ","1,694,566.00 ","780,083.00 ","60,475.00 ","3,610,442.00 ","224,960.00 ","31,734.00 ","4,601.00 ","582,936.00 ","91,621.00 ","286,244.00 ","989,329.00 ","771,187.00 ","412,754.00 ","653,952.00 ","746,512.00 ","11,655,328.00 ","6,740,553.00 ","4,914,775.00 ","77,580,095.00 "
2021-08,"1,899,839.00 ","503,828.00 ","18,225.00 ","338,730.00 ","210,725.00 ","828,330.00 ","716,352.00 ","47,525,154.00 ","2,171,565.00 ","748,565.00 ","433,999.00 ","387,555.00 ","258,734.00 ","208,812.00 ","133,900.00 ","36,954,591.00 ","708,639.00 ","441,215.00 ","169,316.00 ","35,693.00 ","394,500.00 ","224,643.00 ","369,312.00 ","187,316.00 ","1,680,099.00 ","728,499.00 ","146,919.00 ","181,866.00 ","24,511.00 ","1,325,248.00 ","388,877.00 ","4,270,348.00 ","545,152.00 ","711,280.00 ","106,935.00 ","630,346.00 ","460,536.00 ","45,385.00 ","94,368.00 ","442,180.00 ","1,504,129.00 ","392,709.00 ","1,111,101.00 ","3,779,607.00 ","1,359,859.00 ","169,001.00 ","385,936.00 ","146,134.00 ","5,527,932.00 ","1,470,158.00 ","3,929,705.00 ","5,664,405.00 ","4,282,255.00 ","160,530.00 ","79,384.00 ","2,194,892.00 ","530,961.00 ","1,030,331.00 ","5,550.00 ","403,281.00 ","39,773.00 ","578,082.00 ","19,287.00 ","327,183.00 ","26,352.00 ","11,415.00 ","37,823.00 ","1,088,121.00 ","104,561.00 ","2,119,650.00 ","73,519.00 ","119,568.00 ","89,097.00 ","649,580.00 ","140,025.00 ","91,948.00 ","8,398,998.00 ","7,611,303.00 ","4,591,110.00 ","2,295,223.00 ","320,223.00 ","151,438.00 ","636,257.00 ","1,078,960.00 ","415,232.00 ","316,632.00 ","77,615.00 ","269,482.00 ","1,788,360.00 ","832,193.00 ","407,915.00 ","41,727.00 ","3,342.00 ","64,399.00 ","32,932.00 ","315,865.00 ","64,978.00 ","639,391.00 ","28,351.00 ","1,085,735.00 ","530,216.00 ","382,996.00 ","137,797.00 ","172,523.00 ","3,149,386.00 ","200,601.00 ","990,674.00 ",0.00 ,"203,184.00 ","1,661,614.00 ","754,901.00 ","62,095.00 ","3,449,701.00 ","226,134.00 ","29,845.00 ","4,692.00 ","588,542.00 ","91,004.00 ","290,860.00 ","765,718.00 ","555,085.00 ","428,216.00 ","672,721.00 ","768,369.00 ","12,485,702.00 ","7,150,619.00 ","5,335,083.00 ","76,073,210.00 "
2021-09,"1,535,576.00 ","449,467.00 ","16,760.00 ","295,001.00 ","211,379.00 ","562,968.00 ","454,875.00 ","43,613,317.00 ","2,109,869.00 ","723,789.00 ","429,354.00 ","373,668.00 ","259,809.00 ","193,362.00 ","129,887.00 ","34,336,686.00 ","691,814.00 ","414,353.00 ","145,443.00 ","33,789.00 ","358,972.00 ","208,967.00 ","345,786.00 ","175,426.00 ","1,464,327.00 ","679,703.00 ","133,095.00 ","163,656.00 ","21,784.00 ","1,285,646.00 ","368,921.00 ","4,021,170.00 ","473,989.00 ","643,891.00 ","87,809.00 ","600,129.00 ","431,986.00 ","42,088.00 ","91,959.00 ","385,539.00 ","1,380,029.00 ","354,515.00 ","1,025,200.00 ","3,626,286.00 ","1,293,472.00 ","163,391.00 ","346,654.00 ","141,390.00 ","4,979,416.00 ","1,305,414.00 ","3,556,582.00 ","5,492,898.00 ","4,251,934.00 ","167,267.00 ","81,781.00 ","2,017,118.00 ","479,314.00 ","921,283.00 ","4,849.00 ","362,723.00 ","36,319.00 ","533,082.00 ","18,344.00 ","286,209.00 ","24,889.00 ","11,930.00 ","34,212.00 ","1,002,182.00 ","103,354.00 ","1,909,155.00 ","62,890.00 ","109,674.00 ","71,146.00 ","596,353.00 ","134,703.00 ","84,429.00 ","7,166,762.00 ","6,411,815.00 ","4,131,965.00 ","1,518,440.00 ","374,383.00 ","146,339.00 ","608,608.00 ","979,182.00 ","368,284.00 ","293,024.00 ","69,749.00 ","248,125.00 ","1,716,741.00 ","822,642.00 ","386,263.00 ","40,205.00 ","3,552.00 ","60,179.00 ","29,801.00 ","294,981.00 ","56,137.00 ","646,184.00 ","26,533.00 ","1,064,320.00 ","512,594.00 ","382,676.00 ","144,950.00 ","169,050.00 ","2,844,384.00 ","204,299.00 ","871,495.00 ",0.00 ,"182,012.00 ","1,477,026.00 ","698,000.00 ","59,947.00 ","3,419,386.00 ","206,856.00 ","29,042.00 ","4,548.00 ","570,853.00 ","82,130.00 ","288,779.00 ","984,021.00 ","793,908.00 ","378,550.00 ","587,206.00 ","691,900.00 ","11,067,881.00 ","6,049,971.00 ","5,017,910.00 ","69,469,319.00 "
2021-10,"1,147,381.00 ","374,794.00 ","13,324.00 ","259,709.00 ","186,120.00 ","313,433.00 ","215,364.00 ","44,294,939.00 ","2,186,387.00 ","764,667.00 ","447,666.00 ","367,990.00 ","262,959.00 ","202,424.00 ","140,680.00 ","33,624,850.00 ","660,439.00 ","372,216.00 ","127,938.00 ","29,737.00 ","308,919.00 ","189,147.00 ","349,574.00 ","160,255.00 ","1,435,847.00 ","680,046.00 ","112,781.00 ","139,748.00 ","19,875.00 ","1,263,778.00 ","360,841.00 ","4,155,140.00 ","542,265.00 ","689,681.00 ","87,249.00 ","618,543.00 ","397,232.00 ","35,374.00 ","88,648.00 ","365,566.00 ","1,331,941.00 ","343,457.00 ","988,211.00 ","3,497,025.00 ","1,284,051.00 ","156,220.00 ","311,723.00 ","153,912.00 ","5,020,029.00 ","1,336,369.00 ","3,561,450.00 ","5,620,274.00 ","4,348,874.00 ","160,539.00 ","81,275.00 ","1,927,665.00 ","466,564.00 ","866,396.00 ","8,603.00 ","323,054.00 ","30,378.00 ","503,881.00 ","17,289.00 ","261,489.00 ","23,047.00 ","8,583.00 ","29,572.00 ","932,320.00 ","101,182.00 ","1,765,563.00 ","44,344.00 ","95,806.00 ","67,576.00 ","544,344.00 ","135,509.00 ","79,419.00 ","8,483,702.00 ","7,733,869.00 ","4,024,908.00 ","2,992,945.00 ","342,588.00 ","151,253.00 ","598,580.00 ","892,795.00 ","328,560.00 ","274,184.00 ","65,150.00 ","224,901.00 ","1,675,492.00 ","857,543.00 ","356,804.00 ","36,886.00 ","3,278.00 ","50,281.00 ","27,113.00 ","264,594.00 ","59,075.00 ","694,081.00 ","23,196.00 ","1,002,420.00 ","484,801.00 ","366,416.00 ","140,884.00 ","151,202.00 ","2,423,707.00 ","202,503.00 ","762,529.00 ",0.00 ,"151,344.00 ","1,258,684.00 ","560,195.00 ","47,469.00 ","3,001,701.00 ","167,012.00 ","23,034.00 ","3,553.00 ","547,416.00 ","73,342.00 ","289,011.00 ","921,726.00 ","763,657.00 ","332,541.00 ","469,629.00 ","563,376.00 ","8,859,690.00 ","4,948,656.00 ","3,911,034.00 ","66,030,878.00 "
2021-11,"1,076,845.00 ","357,876.00 ","12,672.00 ","249,499.00 ","156,216.00 ","300,582.00 ","195,216.00 ","46,790,000.00 ","2,368,371.00 ","866,978.00 ","482,271.00 ","388,687.00 ","272,616.00 ","212,936.00 ","144,883.00 ","35,090,681.00 ","693,327.00 ","379,396.00 ","115,731.00 ","34,091.00 ","309,479.00 ","197,951.00 ","372,024.00 ","173,947.00 ","1,531,617.00 ","744,609.00 ","122,510.00 ","147,435.00 ","21,450.00 ","1,304,204.00 ","386,845.00 ","4,262,321.00 ","585,037.00 ","690,848.00 ","90,561.00 ","585,743.00 ","390,240.00 ","34,279.00 ","79,355.00 ","376,837.00 ","1,453,939.00 ","369,797.00 ","1,083,829.00 ","3,691,903.00 ","1,285,513.00 ","164,727.00 ","318,046.00 ","147,275.00 ","5,207,608.00 ","1,514,940.00 ","3,572,907.00 ","5,555,594.00 ","4,231,063.00 ","161,707.00 ","85,635.00 ","2,097,933.00 ","504,678.00 ","972,835.00 ","4,029.00 ","356,100.00 ","31,967.00 ","559,658.00 ","18,187.00 ","283,421.00 ","27,644.00 ","11,097.00 ","30,728.00 ","987,023.00 ","100,222.00 ","1,853,646.00 ","44,129.00 ","99,445.00 ","72,157.00 ","614,138.00 ","149,933.00 ","79,075.00 ","9,326,768.00 ","8,540,566.00 ","4,333,925.00 ","3,269,339.00 ","327,199.00 ","175,787.00 ","610,414.00 ","943,225.00 ","346,800.00 ","292,359.00 ","67,196.00 ","236,870.00 ","1,559,149.00 ","776,436.00 ","323,836.00 ","39,306.00 ","3,701.00 ","46,108.00 ","28,913.00 ","261,485.00 ","60,272.00 ","609,234.00 ","22,793.00 ","970,764.00 ","468,594.00 ","352,072.00 ","138,412.00 ","150,098.00 ","2,168,306.00 ","211,546.00 ","670,163.00 ",0.00 ,"135,326.00 ","1,192,336.00 ","502,954.00 ","41,986.00 ","3,001,930.00 ","163,707.00 ","22,096.00 ","4,220.00 ","563,039.00 ","73,978.00 ","296,939.00 ","932,460.00 ","786,004.00 ","348,052.00 ","426,312.00 ","568,360.00 ","8,173,257.00 ","4,503,601.00 ","3,669,656.00 ","67,180,076.00 "
